
--------------------------------------------------
Circuit Details:
--------------------------------------------------
No. of Primary Inputs: 59
No. of Primary Outputs: 35
No. of Gates: 4454
No. of DFFs: 516
No. of Nodes: 10434
Execution Time: 1003800408 ns
Primary Inputs: test_si g6283 g6253 g6285 g6265 g6281 g6284 g6282 test_se g6256 g4202 g4214 g4203 g4215 g881 g4195 g4204 g4216 g4205 g4191 g4196 g4206 g4209 g4207 g4193 g4210 g4198 g4194 g4211 g4199 g4212 g4213 g4201 g877 g4192 g6259 g6263 g4208 g4197 g1700 g741 g744 g6258 g1696 g750 g6264 g4200 g109 g6260 g23 g742 CK g743 g6261 g6257 g6262 g2355 g6255 g6254
Outputs: g8984 g3327 g10377 g10455 g10457 g10463 g10465 g10801 g11206 g10459 g11163 g6842 g10379 g5659 g5658 g8313 g8316 g8318 g8323 g8328 g8331 g8335 g8340 g8349 g8352 g8561 g8562 g8563 g8564 g8565 g8566 g8271 g8347 g10461 g9961


----------------------------------------
Signal	CC0	CC1	SC0	SC1
n1853	105	12	13	1
g11180	44	26	3	0
n2252	40	21	3	0
n2261	44	3	4	0
n2819	1041	38	1	0
n1740	53	36	3	3
g11594	3	53	0	5
n1896	81	21	7	2
\DFF_208/Q_reg-SDFF-output-A	3	49	0	4
\DFF_73/Q_reg-SDFF-output-A	3	49	0	4
\DFF_420/Q_reg-SDFF-MUX21	6	35	0	3
g11206	11	10	0	0
\DFF_260/Q_reg-SDFF-MUX21	6	27	0	2
\DFF_206/Q_reg-SDFF-MUX21	6	34	0	3
\DFF_162/Q_reg-SDFF-MUX21	6	31	0	1
\DFF_504/Q_reg-SDFF-MUX21	6	15	0	2
\DFF_186/Q_reg-SDFF-MUX21	6	20	0	2
\DFF_101/Q_reg-SDFF-MUX21	6	10	0	1
\DFF_460/Q_reg-SDFF-MUX21	6	30	0	4
\DFF_26/Q_reg-SDFF-MUX21	6	25	0	3
\DFF_211/Q_reg-SDFF-MUX21	6	25	0	1
\DFF_45/Q_reg-SDFF-MUX21	6	29	0	2
\DFF_178/Q_reg-SDFF-output-A	3	34	0	2
n2832	112	4	11	0
n2833	112	4	11	0
n2834	112	4	11	0
n2835	112	4	11	0
n2836	112	4	11	0
n2837	112	4	11	0
n2838	112	4	11	0
n2839	112	4	11	0
n1732	33	47	3	6
\DFF_161/Q_reg-SDFF-output-A	3	29	0	0
g10876	32	41	1	3
g10874	8	45	0	4
g11163	1065	31	1	0
n522	1042	39	1	0
\DFF_92/Q_reg-SDFF-output-A	3	41	0	0
g11611	47	39	4	3
\DFF_143/Q_reg-SDFF-output-A	3	56	0	5
g11408	43	34	3	3
\DFF_208/Q_reg-SDFF-MUX21	6	44	0	4
\DFF_73/Q_reg-SDFF-MUX21	6	36	0	4
\DFF_178/Q_reg-SDFF-MUX21	6	32	0	2
n2829	113	5	11	0
n2830	113	5	11	0
n2831	113	5	11	0
n2083	42	10	4	1
n2118	18	10	2	1
n2120	32	10	4	1
n2828	113	5	11	0
n1698	34	10	4	1
n2085	33	10	4	1
n2087	37	10	4	1
n2122	33	10	4	1
n2124	27	10	4	1
n2088	38	10	4	1
n2098	46	10	5	1
n2100	38	10	5	1
n2102	37	10	3	1
n2104	38	10	4	1
n2106	35	10	3	1
n2108	39	10	4	1
n2110	40	10	4	1
n2112	38	10	4	1
n2116	32	10	3	1
n2042	23	10	3	1
n2060	36	10	4	1
n2063	24	10	3	1
n2114	42	10	4	1
n2125	35	10	3	1
n2065	33	10	4	1
n2067	28	10	3	1
n2069	36	10	2	1
n2071	32	10	3	1
n2075	18	10	2	1
n1838	176	5	18	0
n2077	46	10	4	1
n2079	34	10	3	1
n2081	56	10	5	1
n1731	66	53	6	4
n1851	55	34	6	3
\DFF_161/Q_reg-SDFF-MUX21	6	26	0	0
\DFF_524/Q_reg-SDFF-output-A	3	44	0	3
\DFF_423/Q_reg-SDFF-output-A	3	48	0	4
g10801	45	3	0	0
\DFF_92/Q_reg-SDFF-MUX21	6	25	0	0
\DFF_509/Q_reg-SDFF-output-A	3	42	0	3
\DFF_143/Q_reg-SDFF-MUX21	6	20	0	2
\DFF_311/Q_reg-SDFF-output-A	3	37	0	3
n2084	38	10	4	1
n2086	24	10	3	1
n2097	39	10	5	1
n2099	38	10	3	1
n2101	39	10	4	1
n2103	36	10	3	1
n2105	40	10	4	1
n2107	41	10	4	1
n2109	39	10	4	1
n2111	36	10	3	1
n2113	33	10	3	1
n2115	19	10	2	1
n2119	34	10	4	1
n1699	68	31	6	3
n1790	39	21	4	2
n1797	47	21	3	2
n1803	43	21	4	2
n1809	29	21	3	2
n1816	49	21	5	2
n1822	34	21	4	2
n1868	41	38	4	3
n2089	57	20	5	2
n2117	33	10	4	1
n2121	28	10	4	1
n2123	47	10	5	1
n2126	72	32	8	3
n1771	24	114	2	11
n1770	122	6	12	0
n1777	35	21	4	2
n1776	122	6	12	0
n1784	24	39	2	5
n1783	122	6	12	0
n1789	122	6	12	0
n1796	122	6	12	0
n1802	122	6	12	0
n1808	122	6	12	0
n1815	122	6	12	0
n1821	122	6	12	0
n1847	16	31	1	4
n2027	37	10	4	1
n2059	25	10	3	1
n2062	34	10	4	1
n2064	29	10	3	1
n2066	37	10	2	1
n2068	33	10	3	1
n2070	19	10	2	1
n2072	39	10	4	1
n2076	35	10	3	1
n2078	57	10	5	1
n2080	43	10	4	1
n2082	34	10	4	1
n1832	185	6	19	0
n1834	31	9	2	1
n518	177	6	18	0
n1724	30	221	4	24
g11443	39	56	3	6
\DFF_524/Q_reg-SDFF-MUX21	6	44	0	3
\DFF_423/Q_reg-SDFF-MUX21	6	45	0	4
\DFF_509/Q_reg-SDFF-MUX21	6	29	0	2
\DFF_311/Q_reg-SDFF-MUX21	6	35	0	3
g11326	21	34	2	4
g11325	21	25	2	3
g11270	21	40	2	5
tempg11269	21	39	2	3
g11268	21	38	2	3
g11267	21	37	2	3
g11266	21	36	2	3
g11265	21	40	2	4
g11264	21	40	2	4
g11263	21	37	2	3
g11262	21	34	2	3
g11261	21	20	2	2
g11259	21	33	2	4
n1678	42	35	4	4
n1866	36	67	3	7
n1873	67	36	7	3
n1872	37	50	3	5
n1875	75	9	7	1
g11324	31	39	3	4
g11260	21	19	2	2
g11258	21	29	2	4
g11257	21	28	2	4
g11256	43	36	4	3
n1695	121	25	11	2
n1689	28	36	2	4
n1688	46	25	5	2
n1694	28	40	2	4
n1682	28	48	2	3
Trigger_en0_0	5	505	0	54
n1697	28	44	2	4
n1691	28	30	2	3
n1690	28	50	2	5
n1696	28	35	2	4
n1841	11	137	1	13
n1846	32	25	4	2
n1849	77	9	8	1
g11338	21	24	2	3
g11337	21	26	2	3
g11336	21	25	2	3
g11335	21	30	2	3
g11334	21	29	2	2
g11333	21	34	2	2
g11332	21	20	2	2
g11331	21	19	2	2
g11330	21	36	2	3
g11329	21	35	2	3
g11328	21	44	2	4
g11327	21	35	2	4
n1829	7	194	0	20
n1833	15	194	1	20
g11470	14	19	1	1
n1830	40	27	4	2
n1915	12	15	0	1
\DFF_37/Q_reg-SDFF-output-A	3	9	0	0
n1670	167	7	21	0
\DFF_480/Q_reg-SDFF-output-A	3	59	0	6
\DFF_203/Q_reg-SDFF-output-A	3	37	0	4
\DFF_205/Q_reg-SDFF-output-A	3	28	0	3
\DFF_406/Q_reg-SDFF-output-A	3	43	0	5
g11269	99999998	61	99999998	5
\DFF_491/Q_reg-SDFF-output-A	3	41	0	3
\DFF_419/Q_reg-SDFF-output-A	3	40	0	3
\DFF_177/Q_reg-SDFF-output-A	3	39	0	3
\DFF_114/Q_reg-SDFF-output-A	3	43	0	4
\DFF_394/Q_reg-SDFF-output-A	3	43	0	4
\DFF_217/Q_reg-SDFF-output-A	3	40	0	3
\DFF_492/Q_reg-SDFF-output-A	3	37	0	3
\DFF_512/Q_reg-SDFF-output-A	3	23	0	2
\DFF_171/Q_reg-SDFF-output-A	3	36	0	4
n1674	60	8	4	0
n1864	37	46	5	4
n1870	72	10	6	1
n1871	128	10	13	1
n520	38	51	3	5
\DFF_430/Q_reg-SDFF-output-A	3	42	0	4
\DFF_378/Q_reg-SDFF-output-A	3	22	0	2
\DFF_368/Q_reg-SDFF-output-A	3	32	0	4
\DFF_3/Q_reg-SDFF-output-A	3	31	0	4
\DFF_124/Q_reg-SDFF-output-A	3	39	0	3
n1769	29	35	2	4
n1775	40	29	4	2
n1687	75	54	7	4
n1782	29	35	2	4
n1693	150	54	13	4
n1788	44	29	4	2
n1795	52	29	3	2
troj63_0n1	6	506	0	54
troj63_0n2	99999998	511	99999998	54
n1801	48	29	4	2
n1807	34	29	3	2
n1686	57	59	4	5
n1814	54	29	5	2
n1692	57	64	4	6
n1819	39	29	4	2
n1839	19	21	3	2
n1843	20	36	2	4
n1844	73	10	7	1
n521	33	26	4	2
\DFF_379/Q_reg-SDFF-output-A	3	27	0	3
\DFF_245/Q_reg-SDFF-output-A	3	29	0	3
\DFF_529/Q_reg-SDFF-output-A	3	28	0	3
\DFF_459/Q_reg-SDFF-output-A	3	33	0	3
\DFF_221/Q_reg-SDFF-output-A	3	32	0	2
\DFF_51/Q_reg-SDFF-output-A	3	37	0	2
\DFF_329/Q_reg-SDFF-output-A	3	23	0	2
\DFF_151/Q_reg-SDFF-output-A	3	22	0	2
\DFF_447/Q_reg-SDFF-output-A	3	39	0	3
\DFF_475/Q_reg-SDFF-output-A	3	38	0	3
\DFF_210/Q_reg-SDFF-output-A	3	47	0	4
\DFF_522/Q_reg-SDFF-output-A	3	38	0	4
n1828	265	8	27	0
n1831	16	43	1	3
g11471	3	28	0	2
\DFF_294/Q_reg-SDFF-output-A	3	22	0	1
n1827	74	10	9	1
n1913	43	10	3	0
n1916	50	10	5	0
n1918	48	10	4	0
n1940	21	16	1	1
n1941	57	10	5	0
n517	13	16	0	1
\DFF_37/Q_reg-SDFF-MUX21	6	10	0	0
n1665	176	8	22	0
n1667	35	9	2	1
n545	168	8	21	0
\DFF_480/Q_reg-SDFF-MUX21	6	18	0	2
\DFF_203/Q_reg-SDFF-MUX21	6	25	0	3
\DFF_205/Q_reg-SDFF-MUX21	6	29	0	3
\DFF_406/Q_reg-SDFF-MUX21	6	38	0	4
\DFF_204/Q_reg-SDFF-output-A	3	64	0	5
\DFF_491/Q_reg-SDFF-MUX21	6	29	0	2
\DFF_419/Q_reg-SDFF-MUX21	6	30	0	3
\DFF_177/Q_reg-SDFF-MUX21	6	27	0	2
\DFF_114/Q_reg-SDFF-MUX21	6	31	0	3
\DFF_394/Q_reg-SDFF-MUX21	6	32	0	3
\DFF_217/Q_reg-SDFF-MUX21	6	30	0	3
\DFF_492/Q_reg-SDFF-MUX21	6	34	0	3
\DFF_512/Q_reg-SDFF-MUX21	6	24	0	2
\DFF_171/Q_reg-SDFF-MUX21	6	24	0	3
g11442	3	52	0	7
n1869	73	21	6	2
n1874	48	52	4	6
g11439	16	64	2	6
\DFF_430/Q_reg-SDFF-MUX21	6	30	0	3
\DFF_378/Q_reg-SDFF-MUX21	6	10	0	1
\DFF_368/Q_reg-SDFF-MUX21	6	25	0	3
\DFF_3/Q_reg-SDFF-MUX21	6	19	0	3
\DFF_124/Q_reg-SDFF-MUX21	6	27	0	2
g11513	46	29	5	2
g11512	40	27	3	3
g11511	46	30	5	2
g11510	40	45	3	4
g11509	40	32	3	3
g11508	40	28	3	2
g11507	40	33	3	3
n1685	133	112	11	8
g11506	40	28	3	3
n1684	208	112	17	8
g11505	40	35	3	4
g11469	3	37	0	5
n1842	21	47	2	5
n1848	43	36	5	3
g11466	19	39	2	3
\DFF_379/Q_reg-SDFF-MUX21	6	15	0	2
\DFF_245/Q_reg-SDFF-MUX21	6	28	0	3
\DFF_529/Q_reg-SDFF-MUX21	6	16	0	2
\DFF_459/Q_reg-SDFF-MUX21	6	25	0	3
\DFF_221/Q_reg-SDFF-MUX21	6	20	0	2
\DFF_51/Q_reg-SDFF-MUX21	6	28	0	1
\DFF_329/Q_reg-SDFF-MUX21	6	24	0	2
\DFF_151/Q_reg-SDFF-MUX21	6	10	0	1
\DFF_447/Q_reg-SDFF-MUX21	6	38	0	3
\DFF_475/Q_reg-SDFF-MUX21	6	26	0	2
\DFF_210/Q_reg-SDFF-MUX21	6	48	0	4
\DFF_522/Q_reg-SDFF-MUX21	6	34	0	3
g11472	3	29	0	2
\DFF_14/Q_reg-SDFF-output-A	3	31	0	2
\DFF_294/Q_reg-SDFF-MUX21	6	23	0	1
n1825	75	19	9	1
n1914	55	10	6	0
n1917	40	10	4	0
n1919	53	10	5	0
n1921	48	10	5	0
n1920	22	17	1	1
n1923	53	10	5	0
n1922	22	17	1	1
n1927	30	10	3	0
n1924	22	17	1	1
n1931	45	10	5	0
n1928	22	17	1	1
n1934	22	17	1	1
n1942	33	10	3	0
n1662	9	185	0	23
n1666	17	185	1	23
g11654	13	21	1	1
n1663	42	24	4	2
n1707	31	9	3	1
\DFF_335/Q_reg-SDFF-output-A	3	11	0	0
\DFF_204/Q_reg-SDFF-MUX21	6	30	0	4
\DFF_483/Q_reg-SDFF-output-A	3	55	0	7
g11441	3	88	0	8
g11440	3	63	0	6
\DFF_19/Q_reg-SDFF-output-A	3	67	0	6
\DFF_230/Q_reg-SDFF-output-A	3	32	0	2
\DFF_308/Q_reg-SDFF-output-A	3	30	0	3
\DFF_238/Q_reg-SDFF-output-A	3	33	0	2
\DFF_283/Q_reg-SDFF-output-A	3	48	0	4
\DFF_216/Q_reg-SDFF-output-A	3	35	0	3
\DFF_70/Q_reg-SDFF-output-A	3	31	0	2
\DFF_79/Q_reg-SDFF-output-A	3	36	0	3
\DFF_440/Q_reg-SDFF-output-A	3	31	0	3
n1683	342	246	28	19
\DFF_499/Q_reg-SDFF-output-A	3	38	0	4
\DFF_152/Q_reg-SDFF-output-A	3	40	0	5
g11468	3	39	0	4
g11467	3	61	0	7
\DFF_264/Q_reg-SDFF-output-A	3	42	0	3
\DFF_52/Q_reg-SDFF-output-A	3	32	0	2
\DFF_14/Q_reg-SDFF-MUX21	6	23	0	2
g11473	3	88	0	10
g11406	21	44	0	3
g11405	21	41	0	4
g11404	21	49	0	4
g11403	28	23	1	1
g11402	28	23	1	1
g11401	28	23	1	1
g11400	28	23	1	1
g11399	34	22	2	1
g11398	21	34	0	3
n1661	250	10	30	0
n1664	18	38	1	3
g11655	3	29	0	2
\DFF_344/Q_reg-SDFF-output-A	3	24	0	1
n1660	53	10	5	1
n1705	33	10	4	1
n1708	47	10	6	1
n1710	44	10	6	1
n1712	52	10	7	1
n1714	33	10	4	1
n1716	56	10	6	1
n1722	40	10	4	1
n544	32	10	3	1
\DFF_335/Q_reg-SDFF-MUX21	6	12	0	0
\DFF_483/Q_reg-SDFF-MUX21	6	33	0	4
\DFF_409/Q_reg-SDFF-output-A	3	91	0	8
\DFF_207/Q_reg-SDFF-output-A	3	66	0	6
\DFF_19/Q_reg-SDFF-MUX21	6	34	0	3
\DFF_230/Q_reg-SDFF-MUX21	6	22	0	2
\DFF_308/Q_reg-SDFF-MUX21	6	20	0	2
\DFF_238/Q_reg-SDFF-MUX21	6	34	0	2
\DFF_283/Q_reg-SDFF-MUX21	6	40	0	4
\DFF_216/Q_reg-SDFF-MUX21	6	25	0	3
\DFF_70/Q_reg-SDFF-MUX21	6	21	0	1
\DFF_79/Q_reg-SDFF-MUX21	6	26	0	3
\DFF_440/Q_reg-SDFF-MUX21	6	21	0	2
n1676	371	77	30	5
\DFF_499/Q_reg-SDFF-MUX21	6	28	0	4
\DFF_152/Q_reg-SDFF-MUX21	6	15	0	2
\DFF_255/Q_reg-SDFF-output-A	3	42	0	4
\DFF_12/Q_reg-SDFF-output-A	3	64	0	7
\DFF_264/Q_reg-SDFF-MUX21	6	43	0	3
\DFF_52/Q_reg-SDFF-MUX21	6	33	0	2
\DFF_293/Q_reg-SDFF-output-A	3	91	0	10
\DFF_351/Q_reg-SDFF-output-A	3	47	0	3
\DFF_181/Q_reg-SDFF-output-A	3	44	0	4
\DFF_148/Q_reg-SDFF-output-A	3	52	0	4
\DFF_106/Q_reg-SDFF-output-A	3	26	0	1
\DFF_408/Q_reg-SDFF-output-A	3	26	0	1
\DFF_317/Q_reg-SDFF-output-A	3	26	0	1
\DFF_365/Q_reg-SDFF-output-A	3	26	0	1
\DFF_454/Q_reg-SDFF-output-A	3	25	0	1
\DFF_312/Q_reg-SDFF-output-A	3	37	0	3
g11656	3	30	0	2
\DFF_470/Q_reg-SDFF-output-A	3	32	0	2
\DFF_344/Q_reg-SDFF-MUX21	6	25	0	1
n1658	54	21	5	1
n1706	41	10	4	1
n1709	32	10	4	1
n1711	48	10	6	1
n1713	57	10	6	1
n1715	43	10	4	1
n1717	42	10	5	1
n1719	53	10	6	1
n1718	41	11	4	1
n1721	47	10	6	1
n1720	41	11	4	1
n1723	27	10	3	1
\DFF_409/Q_reg-SDFF-MUX21	6	32	0	2
\DFF_207/Q_reg-SDFF-MUX21	6	39	0	4
n1675	85	18	5	0
n1681	78	414	8	34
\DFF_255/Q_reg-SDFF-MUX21	6	33	0	3
\DFF_12/Q_reg-SDFF-MUX21	6	34	0	3
\DFF_293/Q_reg-SDFF-MUX21	6	43	0	6
\DFF_351/Q_reg-SDFF-MUX21	6	24	0	1
\DFF_181/Q_reg-SDFF-MUX21	6	31	0	3
\DFF_148/Q_reg-SDFF-MUX21	6	29	0	2
\DFF_106/Q_reg-SDFF-MUX21	6	27	0	1
\DFF_408/Q_reg-SDFF-MUX21	6	27	0	1
\DFF_317/Q_reg-SDFF-MUX21	6	25	0	1
\DFF_365/Q_reg-SDFF-MUX21	6	20	0	1
\DFF_454/Q_reg-SDFF-MUX21	6	19	0	1
\DFF_312/Q_reg-SDFF-MUX21	6	38	0	3
\DFF_198/Q_reg-SDFF-output-A	3	33	0	2
\DFF_470/Q_reg-SDFF-MUX21	6	20	0	2
g11657	3	66	0	6
g11635	21	34	2	4
g11634	21	33	2	4
g11633	21	45	2	6
g11632	21	53	2	6
g11631	21	34	2	4
g11630	21	43	2	5
g11629	22	42	2	4
g11628	22	42	2	4
g11627	21	28	2	3
n1673	27	61	0	4
n1680	418	35	34	4
\DFF_198/Q_reg-SDFF-MUX21	6	27	0	2
\DFF_506/Q_reg-SDFF-output-A	3	69	0	6
\DFF_146/Q_reg-SDFF-output-A	3	37	0	4
\DFF_432/Q_reg-SDFF-output-A	3	36	0	4
\DFF_195/Q_reg-SDFF-output-A	3	48	0	6
\DFF_325/Q_reg-SDFF-output-A	3	56	0	6
\DFF_458/Q_reg-SDFF-output-A	3	37	0	4
\DFF_448/Q_reg-SDFF-output-A	3	46	0	5
\DFF_342/Q_reg-SDFF-output-A	3	45	0	4
\DFF_481/Q_reg-SDFF-output-A	3	45	0	4
\DFF_134/Q_reg-SDFF-output-A	3	31	0	3
n1672	65	28	4	0
g11642	46	38	5	5
\DFF_506/Q_reg-SDFF-MUX21	6	25	0	2
\DFF_146/Q_reg-SDFF-MUX21	6	20	0	2
\DFF_432/Q_reg-SDFF-MUX21	6	34	0	4
\DFF_195/Q_reg-SDFF-MUX21	6	31	0	4
\DFF_325/Q_reg-SDFF-MUX21	6	39	0	5
\DFF_458/Q_reg-SDFF-MUX21	6	20	0	2
\DFF_448/Q_reg-SDFF-MUX21	6	43	0	4
\DFF_342/Q_reg-SDFF-MUX21	6	23	0	2
\DFF_481/Q_reg-SDFF-MUX21	6	23	0	3
\DFF_134/Q_reg-SDFF-MUX21	6	27	0	2
g11653	39	49	1	4
\DFF_266/Q_reg-SDFF-output-A	3	41	0	5
\DFF_263/Q_reg-SDFF-output-A	3	52	0	4
\DFF_266/Q_reg-SDFF-MUX21	6	31	0	4
\DFF_263/Q_reg-SDFF-MUX21	6	42	0	4
